age,workclass,educational-num,occupation,hours-per-week,income_>50K
28,Private,9,Exec-managerial,40,0
36,Private,13,Prof-specialty,45,1
20,Private,9,Handlers-cleaners,48,0
62,Private,10,Tech-support,24,0
19,Private,10,Other-service,26,0
47,Private,11,Sales,25,0
48,Local-gov,9,Exec-managerial,38,1
29,Private,9,Farming-fishing,55,0
48,Private,10,Other-service,35,0
33,Self-emp-inc,16,Prof-specialty,60,0
22,Self-emp-not-inc,11,Farming-fishing,35,0
45,Private,9,Prof-specialty,40,1
58,Federal-gov,13,Exec-managerial,40,1
24,Private,13,Adm-clerical,42,0
61,?,2,?,20,0
25,Private,13,Adm-clerical,40,0
80,Private,9,Machine-op-inspct,16,0
28,State-gov,13,Prof-specialty,20,0
46,Private,4,Priv-house-serv,24,0
40,Private,9,Other-service,40,0
60,Private,10,Sales,48,0
34,Private,9,Machine-op-inspct,30,0
59,?,10,?,12,1
44,Local-gov,13,Prof-specialty,40,0
62,Self-emp-not-inc,14,Prof-specialty,70,1
40,Private,10,Adm-clerical,40,1
34,Private,9,Adm-clerical,50,1
57,State-gov,13,Exec-managerial,37,0
36,Self-emp-not-inc,13,Sales,50,1
40,Self-emp-not-inc,5,Other-service,20,0
71,Self-emp-inc,10,Exec-managerial,50,1
30,Private,9,Craft-repair,40,0
32,Self-emp-not-inc,9,Transport-moving,48,0
53,Private,9,Other-service,40,0
31,Private,9,Craft-repair,40,0
37,Private,11,Prof-specialty,38,0
61,?,9,?,40,0
21,?,10,?,80,0
23,Private,9,Sales,40,0
44,Private,10,Transport-moving,48,1
29,Private,11,Other-service,40,0
19,Private,9,Craft-repair,40,0
28,Private,9,Adm-clerical,36,1
35,Private,10,Exec-managerial,60,1
41,Private,10,Sales,40,1
71,Private,11,Machine-op-inspct,28,0
51,Private,9,Prof-specialty,43,0
32,Private,9,Machine-op-inspct,40,0
29,Private,9,Handlers-cleaners,40,1
33,Private,13,Prof-specialty,40,1
35,State-gov,9,Craft-repair,40,1
34,Private,11,Craft-repair,32,1
19,Private,10,Adm-clerical,20,0
33,Private,11,Other-service,10,0
56,Private,4,Exec-managerial,40,1
18,Private,10,Adm-clerical,50,0
48,State-gov,14,Prof-specialty,61,1
38,?,14,?,2,1
43,Private,10,Transport-moving,70,1
40,Private,9,Machine-op-inspct,40,0
40,Private,9,Other-service,40,0
61,Private,8,Exec-managerial,60,0
54,Local-gov,14,Prof-specialty,50,1
50,Private,14,Exec-managerial,50,1
26,Self-emp-not-inc,9,Adm-clerical,40,0
23,Private,10,Handlers-cleaners,22,0
20,Private,9,Transport-moving,35,0
20,?,10,?,60,0
32,Private,13,Exec-managerial,60,1
41,Local-gov,9,Transport-moving,60,0
31,Self-emp-not-inc,9,Craft-repair,40,1
29,Private,9,Farming-fishing,97,0
55,State-gov,13,Prof-specialty,15,0
45,Private,14,Adm-clerical,40,0
20,Private,10,Adm-clerical,30,0
18,Private,10,Machine-op-inspct,23,0
38,Self-emp-not-inc,10,Craft-repair,36,0
51,Private,9,Machine-op-inspct,40,0
19,Private,9,Other-service,30,0
37,Local-gov,16,Prof-specialty,40,1
30,Private,16,Prof-specialty,20,0
31,Federal-gov,9,Adm-clerical,40,1
30,Private,10,Prof-specialty,45,0
22,Local-gov,12,Adm-clerical,35,0
27,Private,9,Other-service,40,0
50,Private,14,Exec-managerial,62,1
52,Private,9,Machine-op-inspct,40,0
29,Private,10,Craft-repair,40,0
24,Private,13,Prof-specialty,45,0
43,Private,13,Prof-specialty,40,0
24,Private,9,Adm-clerical,40,0
68,Local-gov,6,Other-service,90,0
35,?,12,?,16,0
46,Local-gov,2,Other-service,20,0
56,Private,9,Exec-managerial,50,0
66,Self-emp-not-inc,9,Sales,40,0
50,Private,4,Craft-repair,40,0
23,Private,9,Handlers-cleaners,30,0
66,Private,12,Prof-specialty,7,0
29,Private,9,Prof-specialty,40,1
37,Private,9,Transport-moving,45,0
57,Private,9,Exec-managerial,45,0
31,Private,9,Craft-repair,40,0
32,Private,13,Machine-op-inspct,40,0
40,Self-emp-not-inc,9,Farming-fishing,70,0
43,Private,10,Adm-clerical,40,0
37,Private,10,Adm-clerical,60,0
26,Private,9,Craft-repair,36,0
34,Private,13,Sales,35,0
52,Private,9,Exec-managerial,40,1
48,Private,12,Transport-moving,45,0
45,Private,13,Exec-managerial,40,1
59,Private,10,Other-service,40,0
40,Private,9,Sales,40,1
64,Private,9,Exec-managerial,3,0
44,Private,13,Other-service,48,0
44,Private,10,Prof-specialty,40,0
33,Private,10,Sales,25,0
17,Private,8,Other-service,16,0
24,Private,7,Craft-repair,40,0
28,Local-gov,9,Transport-moving,25,0
33,Private,13,Exec-managerial,40,1
72,Private,11,Adm-clerical,45,1
22,Private,9,Other-service,20,0
20,Private,9,Sales,60,0
29,Private,13,Sales,45,1
21,Private,9,Other-service,35,0
28,Private,10,Handlers-cleaners,40,0
21,Private,10,Sales,20,0
60,Self-emp-not-inc,14,Exec-managerial,40,0
54,Private,15,Prof-specialty,50,1
29,Private,16,Prof-specialty,50,1
42,?,10,?,14,0
22,?,10,?,40,0
42,Private,9,Tech-support,40,1
31,Private,13,Exec-managerial,40,0
24,Federal-gov,9,Armed-Forces,40,0
54,Private,2,Craft-repair,40,1
27,Private,9,Machine-op-inspct,40,0
41,Self-emp-inc,10,Farming-fishing,50,0
31,Private,9,Sales,40,0
22,Private,13,Adm-clerical,40,0
28,Private,9,Sales,40,0
51,Private,7,Sales,35,0
52,Private,9,Craft-repair,50,0
30,Private,13,Sales,20,0
70,Private,13,Machine-op-inspct,32,0
36,Private,9,Sales,50,0
45,Private,8,Sales,40,1
47,Self-emp-inc,9,Craft-repair,60,1
47,Private,13,Adm-clerical,40,1
26,Private,7,Adm-clerical,40,0
47,Private,13,Prof-specialty,50,0
45,Private,13,Prof-specialty,40,1
26,Private,9,Adm-clerical,50,0
68,Self-emp-inc,9,Farming-fishing,65,0
46,Local-gov,7,Handlers-cleaners,40,0
32,Private,14,Prof-specialty,40,1
31,Local-gov,10,Protective-serv,40,0
57,Self-emp-inc,14,Sales,50,1
29,Private,12,Other-service,20,0
35,Private,9,Other-service,35,0
41,Self-emp-not-inc,9,Craft-repair,40,0
38,Self-emp-not-inc,14,Prof-specialty,48,0
29,Private,14,Exec-managerial,60,0
48,Private,10,Craft-repair,40,0
25,Private,13,Tech-support,40,0
31,Private,10,Exec-managerial,40,0
49,Private,6,Exec-managerial,40,0
35,Private,9,Transport-moving,45,0
47,Private,9,Handlers-cleaners,45,0
58,Private,8,Transport-moving,45,1
43,Private,13,Sales,40,1
48,Private,7,Other-service,30,0
25,Private,14,Prof-specialty,45,0
65,Local-gov,10,Prof-specialty,40,0
40,Private,11,Tech-support,40,1
33,Local-gov,6,Transport-moving,40,0
58,?,10,?,40,0
51,Private,11,Adm-clerical,38,0
25,Private,13,Transport-moving,60,0
40,Private,14,Prof-specialty,50,1
28,Private,13,Sales,40,0
48,Private,9,Other-service,38,0
20,Private,10,Other-service,30,0
67,?,4,?,35,0
26,Private,13,Sales,45,0
50,Private,1,Other-service,40,0
47,Self-emp-not-inc,15,Prof-specialty,50,1
29,Private,14,Prof-specialty,55,1
63,Private,15,Prof-specialty,60,1
45,Private,9,Craft-repair,40,0
48,Local-gov,14,Prof-specialty,35,1
40,Private,9,Craft-repair,40,0
50,Federal-gov,9,Adm-clerical,40,1
56,Self-emp-not-inc,9,Sales,40,0
40,Private,14,Prof-specialty,60,0
33,Self-emp-not-inc,7,Exec-managerial,70,0
50,State-gov,16,Prof-specialty,45,1
22,Private,10,Sales,16,0
36,Private,10,Adm-clerical,40,0
41,Private,13,Sales,70,0
49,Private,6,Machine-op-inspct,40,0
42,Private,7,Craft-repair,40,0
39,Local-gov,10,Protective-serv,40,1
36,Private,10,Sales,40,0
31,Private,9,Machine-op-inspct,30,0
52,Private,9,Machine-op-inspct,38,0
38,Private,13,Exec-managerial,40,1
25,Private,10,Sales,40,0
22,Private,9,Adm-clerical,35,0
49,State-gov,14,Prof-specialty,40,0
21,Private,10,Prof-specialty,25,0
61,Private,12,Exec-managerial,42,0
41,?,12,?,50,0
45,Federal-gov,12,Protective-serv,72,1
30,Private,10,Exec-managerial,40,0
36,Private,14,Prof-specialty,40,1
34,Private,9,Machine-op-inspct,40,0
23,Private,9,Machine-op-inspct,30,0
29,Private,7,Craft-repair,50,0
40,Private,9,Tech-support,40,0
62,?,13,?,60,1
32,Federal-gov,10,Adm-clerical,40,0
34,Self-emp-not-inc,13,Sales,60,0
22,Private,9,Farming-fishing,50,0
26,Self-emp-not-inc,6,Prof-specialty,32,0
25,Private,10,Adm-clerical,40,0
18,Private,9,Other-service,12,0
66,?,9,?,40,0
32,Self-emp-inc,13,Exec-managerial,60,1
33,Private,9,Farming-fishing,45,0
57,Private,2,Handlers-cleaners,40,0
51,Self-emp-inc,12,Sales,38,1
36,Private,13,Prof-specialty,50,1
38,Private,3,Machine-op-inspct,48,0
51,State-gov,14,Exec-managerial,40,1
47,Private,12,Prof-specialty,40,1
24,Federal-gov,9,Other-service,40,0
20,Private,10,Adm-clerical,14,0
33,Private,9,Other-service,38,0
39,Private,9,Transport-moving,60,0
31,Private,9,Adm-clerical,40,0
61,Private,4,Machine-op-inspct,40,0
41,Federal-gov,14,Exec-managerial,40,1
37,Private,13,Tech-support,45,1
41,Private,14,Prof-specialty,40,0
33,Private,10,Handlers-cleaners,24,0
51,Private,14,Exec-managerial,47,1
27,Private,10,Craft-repair,70,0
45,Private,12,Tech-support,40,0
70,Federal-gov,9,Adm-clerical,40,0
63,Private,3,Machine-op-inspct,32,0
53,Private,10,Exec-managerial,55,0
71,?,9,?,40,0
46,Private,11,Machine-op-inspct,40,0
17,Private,7,Handlers-cleaners,15,0
38,Private,10,Craft-repair,55,0
33,State-gov,13,Exec-managerial,40,1
43,Private,9,Adm-clerical,40,0
52,Federal-gov,13,Exec-managerial,45,1
40,Private,6,Other-service,40,0
40,?,9,?,45,0
46,Private,10,Sales,50,0
29,Private,9,Other-service,40,0
42,Private,9,Sales,30,0
32,Private,14,Sales,45,1
33,State-gov,16,Prof-specialty,50,1
31,Private,11,Other-service,40,0
20,State-gov,10,Adm-clerical,15,0
56,Local-gov,10,Exec-managerial,40,0
61,Self-emp-not-inc,4,Farming-fishing,56,0
67,Without-pay,9,Adm-clerical,12,0
31,Self-emp-inc,9,Other-service,30,0
27,Private,9,Exec-managerial,40,0
50,Local-gov,10,Adm-clerical,40,0
43,Private,14,Prof-specialty,50,1
32,Private,9,Craft-repair,40,0
37,Private,12,Other-service,30,0
34,Private,9,Other-service,65,0
23,Private,13,Prof-specialty,20,0
47,Private,9,Transport-moving,65,1
38,State-gov,10,Protective-serv,50,1
58,Self-emp-inc,10,Exec-managerial,60,1
20,?,10,?,36,0
52,Local-gov,10,Tech-support,40,0
37,Private,9,Exec-managerial,45,1
18,Self-emp-not-inc,7,Craft-repair,40,0
28,Private,9,Craft-repair,50,0
68,?,9,?,12,0
30,Local-gov,13,Sales,17,0
44,Private,13,Craft-repair,40,0
55,Local-gov,10,Prof-specialty,40,0
20,Federal-gov,10,Tech-support,24,0
43,Private,11,Prof-specialty,36,1
71,Self-emp-not-inc,15,Farming-fishing,2,0
24,Private,9,Sales,30,0
44,?,10,?,10,0
35,Private,13,Adm-clerical,40,0
30,Private,10,Other-service,40,0
40,Self-emp-inc,13,Exec-managerial,50,1
68,Private,7,Transport-moving,70,0
19,State-gov,10,Other-service,24,0
64,Private,9,Craft-repair,40,0
35,Private,10,Sales,65,0
38,State-gov,12,Adm-clerical,40,0
45,Private,10,Craft-repair,40,1
31,Self-emp-not-inc,4,Prof-specialty,60,0
39,Federal-gov,13,Tech-support,40,0
45,Private,10,Other-service,50,0
39,Local-gov,13,Craft-repair,42,0
44,Private,13,Sales,45,0
25,Private,10,Craft-repair,40,0
43,State-gov,9,Craft-repair,40,0
48,Self-emp-not-inc,4,Craft-repair,40,0
40,Private,11,Craft-repair,60,0
27,Private,9,Handlers-cleaners,80,1
22,Private,13,Exec-managerial,35,0
53,State-gov,9,Handlers-cleaners,40,0
28,Private,9,Machine-op-inspct,40,0
21,Private,10,Other-service,40,0
20,?,10,?,10,0
35,Local-gov,14,Prof-specialty,50,1
41,Self-emp-not-inc,15,Prof-specialty,50,1
71,?,4,?,45,0
31,Private,13,Adm-clerical,50,0
43,Federal-gov,16,Prof-specialty,24,1
42,Self-emp-not-inc,10,Craft-repair,40,0
55,Private,9,Transport-moving,35,0
62,Self-emp-not-inc,10,Exec-managerial,20,0
23,Private,9,Adm-clerical,40,0
34,?,14,?,30,0
49,?,9,?,40,0
52,Private,7,Handlers-cleaners,40,0
52,Private,13,Adm-clerical,40,0
60,Private,9,Machine-op-inspct,40,1
73,?,10,?,10,0
56,Private,9,Adm-clerical,40,0
35,Private,9,Exec-managerial,40,0
61,Self-emp-not-inc,13,Exec-managerial,50,1
45,Federal-gov,11,Protective-serv,40,0
63,?,9,?,40,0
39,Private,9,Sales,50,1
38,Private,15,Prof-specialty,50,1
25,Private,2,Priv-house-serv,40,0
38,Private,10,Sales,45,0
68,Private,7,Machine-op-inspct,35,0
61,Private,9,Craft-repair,40,1
33,Private,13,Sales,45,0
18,Private,6,Other-service,6,0
26,Private,9,Other-service,35,0
45,Private,8,Craft-repair,40,0
53,Private,9,Exec-managerial,40,0
20,?,9,?,60,0
35,Private,7,Machine-op-inspct,40,0
38,Private,6,Other-service,40,0
35,Private,9,Machine-op-inspct,40,0
58,Federal-gov,13,Adm-clerical,40,1
67,State-gov,4,Transport-moving,35,0
32,Private,9,Craft-repair,40,0
47,Private,13,Adm-clerical,40,1
27,Private,10,Sales,42,0
42,Local-gov,10,Adm-clerical,40,1
26,Private,13,Exec-managerial,40,0
60,Self-emp-not-inc,9,Sales,50,0
59,Local-gov,10,Craft-repair,55,1
49,Self-emp-inc,10,Exec-managerial,50,1
33,Self-emp-not-inc,7,Farming-fishing,40,0
58,Self-emp-inc,13,Exec-managerial,30,1
43,Private,9,Machine-op-inspct,40,0
29,Private,9,Farming-fishing,60,0
48,Private,10,Prof-specialty,45,0
42,Local-gov,13,Transport-moving,33,0
27,Private,8,Farming-fishing,40,0
55,Private,5,Tech-support,23,0
44,Private,9,Craft-repair,40,0
49,Federal-gov,12,Adm-clerical,60,1
32,Private,9,Exec-managerial,40,0
27,Private,9,Tech-support,40,0
36,Private,10,Handlers-cleaners,40,0
45,Private,7,Tech-support,40,0
38,State-gov,10,Transport-moving,65,0
25,Private,10,Craft-repair,40,0
27,Private,9,Farming-fishing,30,0
35,Private,9,Tech-support,40,0
33,Local-gov,10,Adm-clerical,40,0
62,Local-gov,13,Prof-specialty,48,0
43,Private,9,Sales,20,0
28,Private,9,Machine-op-inspct,25,0
22,Private,10,Sales,42,0
50,Private,13,Exec-managerial,45,1
21,Private,10,Other-service,20,0
37,State-gov,10,Exec-managerial,38,0
20,?,10,?,32,0
60,Self-emp-inc,6,Exec-managerial,44,1
60,Private,5,Farming-fishing,45,0
55,Private,14,Prof-specialty,40,0
67,State-gov,13,Prof-specialty,12,0
26,Private,12,Craft-repair,40,0
23,Private,10,Prof-specialty,25,0
67,Self-emp-not-inc,16,Sales,40,1
29,Local-gov,14,Prof-specialty,35,0
34,State-gov,16,Prof-specialty,50,1
17,Private,6,Prof-specialty,15,0
35,Private,10,Sales,70,0
38,?,4,?,30,0
36,Private,13,Tech-support,40,0
17,Private,6,Sales,20,0
20,Federal-gov,9,Adm-clerical,40,0
43,State-gov,9,Craft-repair,40,0
37,Private,9,Craft-repair,60,0
29,Private,13,Sales,40,0
57,Private,3,Other-service,40,0
57,Private,13,Sales,40,1
69,Self-emp-not-inc,13,Prof-specialty,45,1
32,Self-emp-not-inc,10,Exec-managerial,35,1
53,Self-emp-not-inc,14,Exec-managerial,40,1
23,Private,10,Handlers-cleaners,40,0
43,Private,9,Other-service,40,0
31,Local-gov,13,Prof-specialty,45,0
64,Private,10,Sales,12,0
41,Private,9,Craft-repair,44,0
23,?,10,?,20,0
27,Private,9,Other-service,40,0
45,Local-gov,16,Exec-managerial,45,1
61,?,13,?,45,0
68,Private,1,Machine-op-inspct,10,0
18,?,7,?,72,0
22,Private,10,Other-service,30,0
31,Private,10,Sales,40,0
55,Private,9,Other-service,35,0
29,Private,10,Transport-moving,35,0
54,Private,9,Other-service,40,0
22,Private,9,Other-service,20,0
21,Private,10,Prof-specialty,40,0
34,Private,9,Transport-moving,40,0
39,Private,11,Adm-clerical,20,1
40,State-gov,13,Prof-specialty,40,1
25,State-gov,13,Tech-support,40,0
53,Federal-gov,10,Adm-clerical,45,0
50,Private,9,Farming-fishing,60,1
34,Private,5,Transport-moving,45,0
46,Local-gov,14,Prof-specialty,56,0
32,Private,15,Prof-specialty,50,1
39,Private,9,Transport-moving,40,1
46,Private,13,Adm-clerical,40,1
51,Private,9,Adm-clerical,20,0
37,Local-gov,9,Protective-serv,40,0
37,Local-gov,13,Prof-specialty,40,1
53,Local-gov,9,Other-service,40,0
18,Private,7,Adm-clerical,15,0
43,Private,10,Adm-clerical,50,0
22,Private,11,Machine-op-inspct,40,0
38,?,10,?,25,0
41,Private,10,Transport-moving,43,0
48,Private,10,Prof-specialty,50,0
60,Private,9,Machine-op-inspct,40,0
40,Self-emp-not-inc,9,Farming-fishing,60,0
40,Local-gov,13,Prof-specialty,40,1
30,Private,10,Handlers-cleaners,40,0
52,Private,9,Craft-repair,40,0
79,?,9,?,30,0
54,Private,9,Exec-managerial,45,0
24,State-gov,10,Other-service,24,0
31,Local-gov,13,Prof-specialty,40,0
37,Private,13,Exec-managerial,60,1
45,Federal-gov,10,Tech-support,40,1
65,Self-emp-not-inc,10,Craft-repair,35,0
31,Local-gov,9,Transport-moving,40,0
26,Private,13,Exec-managerial,45,0
35,Private,13,Exec-managerial,40,0
30,State-gov,13,Prof-specialty,45,0
26,Private,10,Exec-managerial,40,0
26,Private,9,Machine-op-inspct,40,0
32,Private,13,Exec-managerial,50,1
63,Private,9,Craft-repair,40,1
24,Local-gov,9,Tech-support,40,0
38,Private,10,Other-service,40,0
60,Local-gov,14,Prof-specialty,25,0
57,Self-emp-inc,9,Craft-repair,40,1
27,Private,9,Craft-repair,40,0
18,Private,10,Sales,25,0
35,Federal-gov,9,Exec-managerial,40,0
58,?,7,?,15,0
38,Private,14,Exec-managerial,60,1
33,Local-gov,9,Craft-repair,50,1
18,Private,9,Sales,15,0
34,Private,10,Adm-clerical,40,0
38,Self-emp-inc,9,Exec-managerial,40,0
40,Self-emp-not-inc,13,Craft-repair,40,1
20,Private,10,Sales,40,0
63,?,9,?,40,0
39,Private,13,Sales,40,1
59,Local-gov,7,Other-service,40,0
76,Self-emp-not-inc,10,Transport-moving,40,0
31,State-gov,14,Prof-specialty,40,0
28,Private,10,Prof-specialty,40,0
55,Federal-gov,9,Protective-serv,40,0
62,Self-emp-not-inc,14,Sales,20,0
60,Private,6,Other-service,40,0
36,Private,12,Craft-repair,45,0
46,Private,9,Craft-repair,37,0
20,?,10,?,45,0
72,Private,14,Other-service,12,0
31,Private,14,Exec-managerial,40,0
63,Private,10,Other-service,24,0
38,Private,10,Craft-repair,48,1
37,Private,10,Adm-clerical,37,0
33,Private,8,Protective-serv,40,0
53,Private,9,Sales,60,1
33,Self-emp-not-inc,9,Craft-repair,40,0
21,Private,10,Other-service,40,0
27,Private,13,Tech-support,20,0
28,Self-emp-not-inc,15,Prof-specialty,40,0
27,Self-emp-not-inc,10,Exec-managerial,30,0
71,Private,9,Adm-clerical,20,0
46,Private,13,Exec-managerial,37,0
18,Self-emp-not-inc,7,Farming-fishing,24,0
39,Private,13,Tech-support,40,0
21,Private,9,Sales,19,0
27,Private,9,Handlers-cleaners,40,0
59,Self-emp-not-inc,10,Sales,40,0
37,Private,9,Handlers-cleaners,40,0
37,Private,10,Machine-op-inspct,40,1
31,Private,9,Transport-moving,65,0
42,Private,9,Other-service,40,0
34,Private,10,Adm-clerical,40,1
28,Private,11,Adm-clerical,40,0
35,Self-emp-not-inc,7,Exec-managerial,84,0
18,Private,9,Other-service,35,0
20,Private,5,Sales,40,0
41,Private,10,Exec-managerial,40,0
37,Private,9,Adm-clerical,38,0
21,Private,12,Adm-clerical,35,0
30,Self-emp-inc,13,Exec-managerial,43,0
72,?,13,?,7,0
27,Private,5,Farming-fishing,40,0
35,?,10,?,40,0
31,Private,7,Craft-repair,30,0
21,Private,9,Handlers-cleaners,40,0
43,State-gov,9,Other-service,40,0
40,Private,9,Transport-moving,40,0
57,Self-emp-inc,15,Prof-specialty,50,1
37,Private,9,Adm-clerical,40,0
22,Federal-gov,10,Adm-clerical,20,0
21,Private,10,Adm-clerical,16,0
27,Private,9,Sales,60,0
19,?,10,?,32,0
27,Private,6,Craft-repair,30,0
50,Self-emp-not-inc,15,Prof-specialty,50,1
31,Private,14,Exec-managerial,48,1
54,Private,10,Tech-support,40,0
38,Self-emp-not-inc,10,Craft-repair,35,0
38,Self-emp-inc,9,Craft-repair,50,1
23,Private,13,Transport-moving,40,0
44,Private,9,Craft-repair,40,0
62,Federal-gov,14,Exec-managerial,40,1
21,Private,9,Machine-op-inspct,40,0
23,Private,9,Other-service,40,0
73,?,6,?,12,0
35,Private,9,Machine-op-inspct,40,0
30,Private,10,Craft-repair,40,0
29,Private,9,Farming-fishing,40,0
53,Local-gov,9,Exec-managerial,40,0
33,Private,9,Tech-support,50,0
47,Private,9,Exec-managerial,41,0
39,Private,9,Craft-repair,43,0
19,Private,9,Craft-repair,40,0
55,Private,9,Farming-fishing,45,1
47,Local-gov,10,Craft-repair,40,0
35,?,10,?,30,0
37,Self-emp-inc,13,Other-service,50,1
32,Private,9,Craft-repair,40,0
19,?,6,?,35,0
23,Private,10,Handlers-cleaners,25,0
64,Self-emp-not-inc,7,Craft-repair,40,0
29,Private,15,Prof-specialty,48,1
40,Private,8,Craft-repair,50,1
18,Private,9,Handlers-cleaners,40,0
29,Private,4,Transport-moving,40,0
59,Private,9,Other-service,40,0
44,Private,10,Prof-specialty,35,1
27,Private,13,Sales,45,0
56,Self-emp-inc,10,Sales,60,1
23,Private,13,Other-service,40,0
22,Private,10,Transport-moving,40,0
55,Private,10,Craft-repair,52,0
34,Private,11,Sales,40,0
29,Private,13,Exec-managerial,55,0
28,Local-gov,12,Adm-clerical,40,0
34,Private,14,Exec-managerial,40,1
35,Private,13,Prof-specialty,40,0
23,Local-gov,7,Handlers-cleaners,40,0
34,Private,11,Adm-clerical,40,0
39,Private,10,Sales,40,0
36,Private,13,Prof-specialty,55,0
46,Private,13,Sales,40,0
24,Private,9,Sales,48,0
30,Private,9,Sales,52,1
35,Private,16,Prof-specialty,40,1
42,?,5,?,35,0
24,Private,13,Farming-fishing,40,0
47,Private,10,Craft-repair,43,1
41,Private,11,Exec-managerial,40,0
64,Private,9,Machine-op-inspct,40,0
28,Private,13,Exec-managerial,40,1
32,Self-emp-not-inc,9,Exec-managerial,55,0
26,Private,9,Craft-repair,40,0
37,Private,12,Farming-fishing,40,0
